NO,식품명,식품대분류,식품상세분류,1회제공량,에너지(㎉),단백질(g),지방(g),탄수화물(g),총당류(g),나트륨(㎎)
6550,카페라떼HOT,음료 및 차류,커피류,567,180.5,9.03,-,-,11.27,0.38
6551,카라멜마끼아또HOT,음료 및 차류,커피류,567,250.43,9.03,-,-,28.49,0.38
6552,바닐라라떼HOT,음료 및 차류,커피류,567,238.19,9.03,-,-,25.64,11.19
6553,카페모카HOT,음료 및 차류,커피류,567,293.88,10.85,-,-,35.66,71.55
6554,민트카페모카HOT,음료 및 차류,커피류,567,370.74,10.91,-,-,53.71,73.75
6555,카푸치노HOT,음료 및 차류,커피류,567,148.97,7.29,-,-,9.18,0.43
6556,티라미수라떼HOT,음료 및 차류,커피류,567,469.49,10.18,-,-,35.43,94.28
6557,연유라떼HOT,음료 및 차류,커피류,567,362.92,12.64,-,-,43.49,68.73
6558,헤이즐넛아메리카노HOT,음료 및 차류,커피류,680,72.27,0.32,-,-,9.36,0.41
6559,바닐라아메리카노HOT,음료 및 차류,커피류,680,75.69,0.28,-,-,14.39,11.07
6560,아메리카노ICE,음료 및 차류,커피류,680,18,0.28,-,-,0.02,0.27
6561,카페라떼ICE,음료 및 차류,커피류,567,167.5,8.33,-,-,10.37,0.37
6562,카라멜마끼아또ICE,음료 및 차류,커피류,567,228.24,6.58,-,-,31.08,0.35
6563,바닐라라떼ICE,음료 및 차류,커피류,567,224.92,6.58,-,-,28.18,14.77
6564,카페모카ICE,음료 및 차류,커피류,567,212.63,6.47,-,-,30.04,71.49
6565,민트카페모카ICE,음료 및 차류,커피류,567,283.5,5.81,-,-,40,48.83
6566,큐브라떼ICE,음료 및 차류,커피류,567,292.36,10.58,-,-,31.27,55.17
6567,카푸치노ICE,음료 및 차류,커피류,567,135.97,6.58,-,-,8.12,0.35
6568,티라미수라떼ICE,음료 및 차류,커피류,567,463.62,7.6,-,-,37.52,133.69
6569,꿀아메리카노ICE,음료 및 차류,커피류,680,102.66,0.35,-,-,27.12,2.65
6570,헤이즐넛아메리카노ICE,음료 및 차류,커피류,680,90.36,0.33,-,-,12.48,0.46
6571,바닐라아메리카노ICE,음료 및 차류,커피류,680,94.92,0.28,-,-,19.18,14.68
6572,콜드브루 커피ICE,음료 및 차류,커피류,680,9,0,-,-,0,-
6573,콜드브루 커피HOT,음료 및 차류,커피류,680,9,0,-,-,0,-
6574,콜드브루 라떼 ICE,음료 및 차류,커피류,680,121,6,-,-,8,90
6575,콜드브루 라떼HOT,음료 및 차류,커피류,680,121,6,-,-,8,90
6576,콜드브루 스톰 ICE,음료 및 차류,커피류,454,213,7,-,-,19,140
6577,콜드브루 스톰HOT,음료 및 차류,커피류,454,213,7,-,-,19,140
6578,녹차라떼HOT,음료 및 차류,기타 음료류,567,242,7.5,-,-,28.5,116.7
6579,고구마라떼HOT,음료 및 차류,기타 음료류,567,354,7.4,-,-,14.5,225.8
6580,로얄밀크티HOT,음료 및 차류,차류,567,204,8.1,-,-,18.5,135.8
6581,민트크림초코HOT,음료 및 차류,기타 음료류,567,379,9,-,-,33,171
6582,메가초코HOT,음료 및 차류,기타 음료류,567,333,8.3,-,-,31.1,142.6
6583,곡물라떼HOT,음료 및 차류,기타 음료류,567,427.98,15.16,-,-,39.16,0.11
6584,토피넛라떼,음료 및 차류,기타 음료류,567,379.11,10.03,-,-,35.84,131
6585,녹차라떼ICE,음료 및 차류,기타 음료류,567,242,7.5,-,-,28.5,116.7
6586,고구마라떼ICE,음료 및 차류,기타 음료류,567,344,7.4,-,-,14.5,225.8
6587,아이스밀크티ICE,음료 및 차류,차류,567,145,5.4,-,-,14.5,90.8
6588,민트크림초코ICE,음료 및 차류,기타 음료류,567,242,7.5,-,-,28.5,116.7
6589,메가초코ICE,음료 및 차류,기타 음료류,567,333,8.3,-,-,31.1,142.6
6590,스트로베리큐브라떼,음료 및 차류,기타 음료류,567,379,9,-,-,33,171
6591,아이스 토피넛라떼,음료 및 차류,기타 음료류,567,379.11,10.03,-,-,35.84,131
6592,유자차,음료 및 차류,차류,680,313,0.38,-,-,70.5,98
6593,레몬티,음료 및 차류,차류,680,312.51,0.61,-,-,75.37,91.93
6594,자몽티,음료 및 차류,차류,680,295.73,0.65,-,-,67.91,47.19
6595,캐모마일,음료 및 차류,차류,680,0,0,-,-,0.05,1.98
6596,페퍼민트,음료 및 차류,차류,680,0,0,-,-,0,-
6597,얼그레이,음료 및 차류,차류,680,0,0,-,-,0,-
6598,허니자몽블랙티,음료 및 차류,차류,680,233.13,0.48,-,-,56.82,36.44
6599,사과유자차,음료 및 차류,차류,680,250.4,0.3,-,-,56.4,78.4
6600,아이스티,음료 및 차류,차류,680,54,0,-,-,10.1,10.31
6601,허니자몽블랙티,음료 및 차류,차류,680,234.93,0.51,-,-,57.27,36.62
6602,사과유자티,음료 및 차류,차류,680,254.4,0.6,-,-,57.7,47
6603,오곡바나나,음료 및 차류,과일.채소음료류,567,487.2,14.31,-,-,50.28,1.29
6604,딸기,음료 및 차류,과일.채소음료류,567,331.6,1.7,-,-,81.2,17
6605,딸기바나나,음료 및 차류,과일.채소음료류,567,537.4,6.01,-,-,102.18,52.25
6606,초코바나나,음료 및 차류,과일.채소음료류,567,419.9,10.22,-,-,94.9,113.52
6607,레몬에이드,음료 및 차류,탄산음료류,680,142.83,0.11,-,-,54.45,8.16
6608,블루레몬에이드,음료 및 차류,탄산음료류,680,159.95,0.11,-,-,54.93,8.37
6609,자몽에이드,음료 및 차류,탄산음료류,680,218.61,0.31,-,-,52.73,6.81
6610,체리콕,음료 및 차류,탄산음료류,680,510.46,0,-,-,134.46,25
6611,메가에이드 레몬+자몽+라임,음료 및 차류,탄산음료류,680,334.14,0.19,-,-,77.97,0.65
6612,자몽모히또 (무알콜),음료 및 차류,탄산음료류,680,245.55,0.23,-,-,54.37,3.7
6613,청포도모히또(무알콜),음료 및 차류,탄산음료류,680,217.3,0.06,-,-,51.97,0.2
6614,라임모히또(무알콜),음료 및 차류,탄산음료류,680,245.55,0.09,-,-,58.87,0.34
6615,유니콘매직에이드(핑크),음료 및 차류,탄산음료류,680,151.38,0.05,-,-,55.53,8
6616,유니콘매직에이드(블루),음료 및 차류,탄산음료류,680,237.44,0.02,-,-,53.02,0.26
6617,청포도 에이드,음료 및 차류,탄산음료류,680,221.12,0,-,-,53.4,-
6618,핫도그,빵류,기타 빵류,110,320,15,-,-,7,923
6619,초코무스케익,빵류,케이크류,90,251,8,-,-,29,117
6620,더블초코칩 쿠키,과자류,쿠키.비스킷류,38,138,2,-,-,10,-
6621,쿠키프라페,음료 및 차류,스무디류,570,695.72,6.68,-,-,66.36,350.11
6622,민트프라페,음료 및 차류,스무디류,571,418.01,5.33,-,-,31.41,115.56
6623,리얼초코프라페,음료 및 차류,스무디류,572,391.9,6.47,-,-,75.83,211.21
6624,녹차프라페,음료 및 차류,스무디류,573,519.36,3.74,-,-,78.47,103.88
6625,플레인 퐁크러쉬,음료 및 차류,스무디류,574,496.39,8.93,-,-,55.88,153.25
6626,딸기 퐁크러쉬,음료 및 차류,스무디류,575,496.29,8.97,-,-,54.1,163.1
6627,바나나 퐁크러쉬,음료 및 차류,스무디류,576,622.06,9.36,-,-,74.45,170.52
6628,스트로베리치즈홀릭,음료 및 차류,스무디류,577,593.62,9.05,-,-,87.18,98.27
6629,유니콘프라페,음료 및 차류,스무디류,578,419.23,4.06,-,-,56.32,71.12
6630,복숭아스무디,음료 및 차류,스무디류,579,301.25,0,-,-,65,25
6631,자두스무디,음료 및 차류,스무디류,580,262.72,0.01,-,-,54.87,20
6632,커피프라페,음료 및 차류,스무디류,581,258.06,1.75,-,-,23.7,64.53
6633,치즈케익,빵류,케이크류,90,180,3,-,-,17,97
6634,딸기요거트스무디ICE,음료 및 차류,스무디류,568,396.67,7.16,-,-,76.77,16.37
6635,망고요거트스무디ICE,음료 및 차류,스무디류,569,379.37,6.45,-,-,68.47,43.28
6636,크렌베리아몬드쿠키,과자류,쿠키.비스킷류,38,131,2,-,-,10,115
6637,모카초코칩 쿠키,과자류,쿠키.비스킷류,38,138,2,-,-,10,131
6638,카라멜크로넛,빵류,페이스트리류,70,324,5,-,-,22,461
6639,플레인요거트스무디ICE,음료 및 차류,스무디류,567,492.62,8.81,-,-,92.17,12.69
6640,아메리카노,음료 및 차류,커피류,397,10,0,0,2,0,5
6641,아이스 아메리카노,음료 및 차류,커피류,397,10,0,0,2,0,5
6642,카페라떼,음료 및 차류,커피류,340,143,11,9,15,10,110
6643,아이스 카페라떼,음료 및 차류,커피류,397,125,0,6,10,0,75
6644,카푸치노,음료 및 차류,커피류,397,160,0,8,14,0,100
6645,아이스 카푸치노,음료 및 차류,커피류,397,111,0,5,9,0,65
6646,바닐라라떼,음료 및 차류,커피류,397,213,0,8,27,0,105
6647,아이스 바닐라라떼,음료 및 차류,커피류,397,171,0,6,24,0,75
6648,카라멜라떼,음료 및 차류,커피류,397,213,0,8,19,0,105
6649,아이스 카라멜라떼,음료 및 차류,커피류,397,171,0,6,16,0,75
6650,카페모카,음료 및 차류,커피류,397,321,0,9,49,0,138
6651,아이스 카페모카,음료 및 차류,커피류,397,279,0,7,19,0,108
6652,카라멜모카,음료 및 차류,커피류,397,285,0,9,42,0,129
6653,아이스 카라멜모카,음료 및 차류,커피류,397,243,0,7,39,0,99
6654,카라멜 마끼아또,음료 및 차류,커피류,397,256,0,9,37,0,146
6655,아이스 카라멜 마끼아또,음료 및 차류,커피류,397,7,0,34,116,0,128
6656,콜드브루,음료 및 차류,커피류,397,8,0,0,1,0,1
6657,아이스 콜드브루,음료 및 차류,커피류,397,8,0,0,1,0,1
6658,콜드브루라떼,음료 및 차류,커피류,397,154,0,9,12,0,111
6659,아이스 콜드브루라떼,음료 및 차류,커피류,397,127,0,7,10,0,91
6660,에스프레소,음료 및 차류,커피류,30,10,0,0,2,0,5
6661,초코라떼,음료 및 차류,기타 음료류,340,293,0,10,40,0,136
6662,아이스 초코라떼,음료 및 차류,기타 음료류,340,265,0,9,38,0,128
6663,녹차라떼,음료 및 차류,기타 음료류,340,288,0,10,40,0,124
6664,아이스 녹차라떼,음료 및 차류,기타 음료류,340,260,0,9,38,0,104
6665,검은콩라떼,음료 및 차류,기타 음료류,355,279,0,12,35,0,120
6666,아이스 검은콩라떼,음료 및 차류,기타 음료류,340,251,0,10,33,0,100
6667,단호박라떼,음료 및 차류,기타 음료류,355,239,0,10,28,0,121
6668,아이스 단호박라떼,음료 및 차류,기타 음료류,340,225,0,10,27,0,111
6669,고구마라떼,음료 및 차류,기타 음료류,340,269,0,9,38,0,116
6670,아이스 고구마라떼,음료 및 차류,기타 음료류,340,255,0,9,37,0,106
6671,밤라떼,음료 및 차류,기타 음료류,340,295,0,9,47,0,114
6672,아이스 밤라떼,음료 및 차류,기타 음료류,340,285,0,8,46,0,104
6673,민트초코라떼,음료 및 차류,기타 음료류,340,303,0,13,103,0,156
6674,아이스 민트초코라떼,음료 및 차류,기타 음료류,340,275,0,11,101,0,136
6675,초코바나나라떼,음료 및 차류,기타 음료류,340,244,0,12,25,0,150
6676,아이스 초코바나나라떼,음료 및 차류,기타 음료류,340,230,0,11,24,0,140
6677,아몬드코코넛라떼,음료 및 차류,기타 음료류,340,252,0,13,26,0,133
6678,아이스 아몬드코코넛라떼,음료 및 차류,기타 음료류,340,238,0,12,25,0,123
6679,초코베리라떼,음료 및 차류,기타 음료류,355,321,0,9,52,0,142
6680,아이스 그린티도피오라떼,음료 및 차류,기타 음료류,414,238,0,7,39,0,89
6681,그린티도피오라떼,음료 및 차류,기타 음료류,16,317,0,9,51,0,124
6682,오렌지바닐라밀크,음료 및 차류,기타 음료류,355,285,0,12,36,0,193
6683,냉 미숫가루,음료 및 차류,기타 음료류,397,400,0,9,72,0,85
6684,코코몬프레소,음료 및 차류,커피류,340,326,0,15,39,0,154
6685,요거트 스무디,음료 및 차류,스무디류,340,339,0,7,62,0,93
6686,레몬 요거트 스무디,음료 및 차류,스무디류,340,382,0,7,74,0,119
6687,딸기 요거트 스무디,음료 및 차류,스무디류,340,372,0,6,71,0,114
6688,블루베리 요거트 스무디,음료 및 차류,스무디류,340,372,0,6,72,0,88
6689,복숭아 스무디,음료 및 차류,스무디류,340,179,0,-,42,0,5
6690,리얼 과일스무디 망고,음료 및 차류,스무디류,414,235,0,5,43,0,65
6691,리얼 과일스무디 딸기바나나,음료 및 차류,스무디류,414,235,0,5,43,0,65
6692,민트초코 프라페,음료 및 차류,스무디류,414,392,0,14,125,0,231
6693,자바칩 프라페,음료 및 차류,스무디류,414,392,0,16,62,0,325
6694,그린티프라페,음료 및 차류,스무디류,414,338,0,7,63,0,78
6695,쿠앤크 프라페,음료 및 차류,스무디류,414,405,0,17,55,0,355
6696,모카 프라페,음료 및 차류,스무디류,414,214,0,4,38,0,107
6697,카라멜 프라페,음료 및 차류,스무디류,414,213,0,4,38,0,107
6698,쿨러시 배,음료 및 차류,스무디류,414,162,0,-,52,0,6
6699,쿨러시 자두,음료 및 차류,스무디류,414,185,0,-,47,0,13
6700,쿨러시 알로에,음료 및 차류,스무디류,414,217,0,-,52,0,27
6701,코코프레소,음료 및 차류,스무디류,397,287,0,13,36,0,124
6702,파인애플망고스무디,음료 및 차류,스무디류,414,165,0,-,49,0,-
6703,라임민트에이드,음료 및 차류,탄산음료류,397,156,0,-,39,0,5
6704,한라봉에이드,음료 및 차류,탄산음료류,397,112,0,1,25,0,5
6705,레몬에이드,음료 및 차류,탄산음료류,340,46,0,-,11,0,1
6706,과일 에이드 자몽,음료 및 차류,탄산음료류,340,25,0,-,5,0,3
6707,과일 에이드 청포도,음료 및 차류,탄산음료류,340,42,0,-,10,0,1
6708,과일 에이드 복숭아,음료 및 차류,탄산음료류,340,90,0,-,21,0,3
6709,아이스티 레몬,음료 및 차류,차류,340,60,0,-,16,0,10
6710,아이스티 복숭아,음료 및 차류,차류,340,60,0,-,16,0,10
6711,꿀유자차,음료 및 차류,차류,340,64,0,-,16,0,42
6712,꿀자몽차,음료 및 차류,차류,340,64,0,-,16,0,44
6713,꿀레몬차,음료 및 차류,차류,340,71,0,-,17,0,20
6714,꿀생강차,음료 및 차류,차류,340,79,0,-,19,0,5
6715,꿀대추차,음료 및 차류,차류,340,69,0,-,17,0,78
6716,꿀모과배차,음료 및 차류,차류,340,75,0,-,18,0,54
6717,건강주스 대추꿀잠,음료 및 차류,과일.채소음료류,340,230,0,-,57,0,14
6718,건강주스 레몬피부,음료 및 차류,과일.채소음료류,340,260,0,2,60,0,46
6719,건강주스 생강면역,음료 및 차류,과일.채소음료류,340,247,0,1,60,0,18
6720,건강주스 유자활력,음료 및 차류,과일.채소음료류,340,227,0,2,52,0,64
6721,골드키위주스,음료 및 차류,과일.채소음료류,397,182,0,-,25,0,1
6722,딸기주스,음료 및 차류,과일.채소음료류,397,165,0,-,46,0,13
6723,파인애플 주스,음료 및 차류,과일.채소음료류,397,193,0,-,50,0,1
6724,치즈 스틱케이크,빵류,케이크류,50,235,2,15,22,2,82
6725,초코 스틱케이크,빵류,케이크류,50,201,2,12,20,12,66
6726,레드벨벳 스틱케이크,빵류,케이크류,30,151,2,10,14,5,148
6727,캐롯 스틱케이크,빵류,케이크류,50,127,1,7,14,6,53
6728,코코넛망고 케이크,빵류,케이크류,100,298,4,15,35,27,52
6729,그린파라다이스 케이크,빵류,케이크류,100,270,5,13,35,31,74
6730,스윗체리초코 케이크,빵류,케이크류,90,236,4,13,33,30,116
6731,딸기마니아 케이크,빵류,케이크류,90,249,4,10,36,33,57
6732,초코무스 케이크,빵류,케이크류,85,272,3,17,27,20,67
6733,초코티라미수,빵류,케이크류,85,274,4,20,20,18,261
6734,수플레치즈 케이크,빵류,케이크류,85,233,5,14,21,20,116
6735,블루베리 요거트 케이크,빵류,케이크류,90,235,2,11,133,23,53
6736,까망베르크런치 케이크,빵류,케이크류,70,258,2,17,28,12,105
6737,돌체티라미수,빵류,케이크류,130,356,6,23,30,29,164
6738,뉴욕치즈 케이크,빵류,케이크류,130,334,6,23,29,27,160
6739,오레오크림치즈 케이크,빵류,케이크류,110,334,4,21,31,26,176
6740,당근파운드 케이크,빵류,케이크류,95,334,0,17,41,-,207
6741,다크초코 롤케익,빵류,케이크류,110,266,5,15,-,27,83
6742,스윗밀크 롤케익,빵류,케이크류,95,220,5,13,23,23,64
6743,블루베리 롤케익,빵류,케이크류,110,254,5,13,29,25,103
6744,블루베리 크레이프 케익,빵류,케이크류,105,236,3,14,27,10,73
6745,딸기 크레이프 케익,빵류,케이크류,105,234,3,14,26,10,69
6746,밀크 크레이프 케익,빵류,케이크류,100,225,3,15,24,7,70
6747,초코스콘,빵류,기타 빵류,90,514,11,26,58,19,431
6748,플레인스콘,빵류,기타 빵류,90,444,6,21,57,15,415
6749,잉글리쉬머핀,빵류,샌드위치류,283,283,14,13,29,3,483
6750,수제 크런치초코쿠키,과자류,쿠키.비스킷류,20,104,1,5,13,5,26
6751,수제 모카초코칩쿠키,과자류,쿠키.비스킷류,20,81,1,4,9,0,7
6752,수제 치즈쿠키,과자류,쿠키.비스킷류,20,100,2,4,13,6,22
6753,초콜릿청크 쿠키,과자류,쿠키.비스킷류,35,160,-,8,12,-,150
6754,마카다미아넛 쿠키,과자류,쿠키.비스킷류,35,185,2,11,19,11,180
6755,록키로드 쿠키,과자류,쿠키.비스킷류,35,158,3,10,19,14,150
6756,건포도 스콘,빵류,기타 빵류,90,392,5,16,57,24,310
6757,모카번,빵류,기타 빵류,80,313,5,11,37,7,112
6758,마카롱,과자류,기타 과자류,20,76,-,5,3,-,23
6759,블루베리머핀,빵류,케이크류,110,114,8,23,44,44,150
6760,치즈머핀,빵류,케이크류,110,410,8,3,46,23,525
6761,오리지널 매콤치즈 핫도그,빵류,기타 빵류,120,313,7,31,33,6,610
6762,오리지널 치즈 핫도그,빵류,기타 빵류,120,317,7,17,34,5,670
6763,블루베리 베이글,빵류,식빵류,110,281,10,1.2,64,6,556
6764,어니언 베이글,빵류,식빵류,110,284,10,1.1,66,6,674
6765,치즈 베이글,빵류,식빵류,110,356,11,5.1,62,8,189
6766,플레인 베이글,빵류,식빵류,110,276,11,1.1,65,5,508
6767,크림치즈 프렛즐,빵류,기타 빵류,100,250,-,6,42,-,310
6768,허니버터볼(소형/대형),빵류,기타 빵류,200,356,-,16,46,-,260
6769,갈릭브레드,빵류,기타 빵류,190,776,16,4,47,10,1420
6770,허니버터브레드,빵류,기타 빵류,190,790,16,20,42,24,1426
6771,크로크무슈,빵류,샌드위치류,140,437,73,17,39,4,835
6772,햄에그 치아바타,빵류,샌드위치류,155,412,20,13,46,5,769
6773,불고기 치아바타,빵류,샌드위치류,135,414,18,13,57,5,18
6774,치킨먹물 치아바타,빵류,샌드위치류,160,342,-,6,47,-,731
6775,치킨브리또,빵류,샌드위치류,145,319,-,11,41,-,623
6776,소시지브리또,빵류,샌드위치류,145,376,17,17,39,2,737
6777,불고기브리또,빵류,샌드위치류,145,370,12,18,47,1,706
6778,불고기베이크,빵류,샌드위치류,180,574,21,25,67,15,880
6779,소세지 프레즐,빵류,페이스트리류,100,252,-,11,29,-,581
6780,베이글칩(갈릭/허니),과자류,스낵류,60,251,-,4.1,46,-,259
6781,가래떡,곡류 및 서류,떡류,100,195.16,3.92,0.51,43.73,0,240.57
6782,깨송편,곡류 및 서류,떡류,100,219.01,4.65,3.23,42.83,1.98,259.75
6783,꿀떡,곡류 및 서류,떡류,100,228.48,3.74,1.73,49.48,0.29,275.08
6784,모듬찰떡,곡류 및 서류,떡류,100,218.16,6.78,2.44,42.27,2.98,187.83
6785,백설기,곡류 및 서류,떡류,100,229.5,3.71,1.45,50.4,0.11,210.9
6786,쑥절편,곡류 및 서류,떡류,100,192.12,7.72,2.42,34.87,0.25,192.27
6787,약식,곡류 및 서류,곡류 및 서류,100,219.87,4.21,2.45,45.24,13.24,221.18
6788,인절미,곡류 및 서류,떡류,100,242.26,5.64,2.16,50.07,6.35,296.82
6789,증편,곡류 및 서류,떡류,100,200.1,3.17,1.2,44.15,3.19,283.95
6790,찐감자,찜류,채소류찜,200,140.18,4.32,0.31,30.02,1.71,6.75
6791,찐고구마,찜류,채소류찜,200,277.31,3.34,0.47,64.94,32.64,19.46
6792,찐옥수수,찜류,채소류찜,200,370.54,13.36,4.84,68.39,4.72,179.23
