NO,식품명,식품대분류,식품상세분류,1회제공량,에너지(㎉),단백질(g),지방(g),탄수화물(g),총당류(g),나트륨(㎎)
6206,블랙올리브치즈브레드,빵류,기타 빵류,86,255,8,-,-,2,530
6207,바게트토스트,빵류,기타 빵류,83,240,8,-,-,10,350
6208,건포도빵,빵류,기타 빵류,78,245,6,-,-,7,350
6209,진한초콜릿깜파뉴,빵류,기타 빵류,74,195,5,-,-,9,300
6210,순꿀 바게트,빵류,기타 빵류,100,295,8,-,-,11,430
6211,프랑스바게트,빵류,기타 빵류,89,230,9,-,-,0.7,510
6212,마늘스틱,빵류,기타 빵류,42,170,3,-,-,4,250
6213,호두바게트,빵류,기타 빵류,137,455,14,-,-,2,740
6214,플레인베이글,빵류,식빵류,105,295,12,-,-,12,440
6215,블루베리베이글,빵류,식빵류,105,320,11,-,-,17,340
6216,어니언베이글,빵류,식빵류,105,305,11,-,-,14,440
6217,통밀빵,빵류,기타 빵류,250,765,19,-,-,36,770
6218,미니치즈롤,빵류,기타 빵류,18,50,2,-,-,0.7,105
6219,치즈듬뿍 순꿀꽃,빵류,기타 빵류,180,540,22,-,-,13,810
6220,소시지카레양파빵,빵류,기타 빵류,124,335,13,-,-,6,550
6221,미니데니쉬,빵류,페이스트리류,25,100,2,-,-,5,80
6222,사각후랑크패스트리,빵류,페이스트리류,53,215,4,-,-,11,180
6223,감자 베이컨 롤,빵류,기타 빵류,95,270,8,-,-,13,330
6224,추억의 사라다 고로케,빵류,기타 빵류,127,355,6,-,-,8,380
6225,미니햄치즈롤(봉),빵류,기타 빵류,208,555,22,-,-,5,1370
6226,트윈에그브레드,빵류,기타 빵류,105,250,11,-,-,7,410
6227,피자토스트,빵류,기타 빵류,101,245,11,-,-,5,510
6228,쫄깃한피자빵,빵류,기타 빵류,107,235,7,-,-,7,330
6229,폭신폭신모닝롤,빵류,기타 빵류,180,750,19,-,-,31,980
6230,후랑크패스트리,빵류,페이스트리류,104,425,9,-,-,21,350
6231,사르르 초코 생크림 쉬폰,빵류,케이크류,396,1130,13,-,-,90,320
6232,"4랑해, 나도",빵류,케이크류,673,1920,25,-,-,1145,590
6233,우리유자 롤케이크,빵류,케이크류,100,370,6,-,-,21,141
6234,볼빨간 사과 생크림,빵류,케이크류,542,1475,16,-,-,150,580
6235,부드러운 고구마 라떼 케이크,빵류,케이크류,832,2530,40,-,-,123,620
6236,진한 우유 생크림 케이크 1호,빵류,케이크류,810,1420,25,-,-,84,570
6237,크레이프 케이크,빵류,케이크류,74,200,5,-,-,10,50
6238,진한 우유 생크림 케이크 2호,빵류,케이크류,1021,1580,30,-,-,104,710
6239,바닐라 초코 하트,빵류,케이크류,79,255,4,-,-,14,60
6240,떠먹는 쿠키앤크림 볼,빵류,케이크류,70,245,3,-,-,13,95
6241,러브 블루베리 케이크,빵류,케이크류,58,250,2,-,-,14,18
6242,클래식모카케이크,빵류,케이크류,70,280,4,-,-,18,65
6243,흑당 카스테라,빵류,케이크류,100,1519,7,-,-,39,100
6244,사르르~ 생크림 쉬폰,빵류,케이크류,333,940,11,-,-,71,260
6245,생크림케이크1호C,빵류,케이크류,562,1535,23,-,-,99,480
6246,생크림케이크1호A,빵류,케이크류,500,1310,16,-,-,79,330
6247,생크림케이크2호E,빵류,케이크류,705,2025,32,-,-,136,680
6248,생크림케이크2호D,빵류,케이크류,717,1960,31,-,-,144,680
6249,오!해피 복숭아 케이크,빵류,케이크류,72,205,3,-,-,18,90
6250,유자레몬마카롱,과자류,기타 과자류,25,95,2,-,-,8,15
6251,채석장에 간 띠띠뽀와 디젤,빵류,케이크류,100,350,5,-,-,22,150
6252,브라우니 쿠키샌드,빵류,크림빵류,56,266,4,-,-,21,141
6253,띠띠뽀의 기차마을,빵류,케이크류,770,3095,5,-,-,26,160
6254,클래식 롤케이크,빵류,케이크류,100,360,6,-,-,30,250
6255,클래식 딸기잼 롤케이크,빵류,케이크류,100,315,6,-,-,28,260
6256,블루베리 더블크림 롤케이크,빵류,케이크류,100,385,6,-,-,28,280
6257,그랑드카페모카 롤케이크,빵류,케이크류,100,375,6,-,-,28,260
6258,더블초코 롤케이크,빵류,케이크류,100,383,7,-,-,30,141
6259,제주첫물녹차 롤케이크,빵류,케이크류,100,365,6,-,-,30,240
6260,허니월넛 롤케이크,빵류,케이크류,100,390,7,-,-,25,290
6261,달콤 밤만주,빵류,앙금빵류,54,171,4,-,-,16,54
6262,우리 유자 카스테라,빵류,케이크류,100,310,7,-,-,35,102
6263,생크림케이크1호B,빵류,케이크류,460,1345,21,-,-,90,470
6264,생크림케이크1호D,빵류,케이크류,547,1460,23,-,-,107,480
6265,생크림케이크2호C,빵류,케이크류,778,2155,32,-,-,145,680
6266,클래식 파운드,빵류,케이크류,100,450,6,-,-,25,217
6267,호두 파운드,빵류,케이크류,100,484,7,-,-,23,223
6268,클래식 카스테라,빵류,케이크류,100,306,8,-,-,39,189
6269,제주 첫물녹차 카스테라,빵류,케이크류,100,296,8,-,-,36,194
6270,생크림케이크3호B,빵류,케이크류,889,2570,40,-,-,168,880
6271,생크림케이크3호C,빵류,케이크류,970,2650,41,-,-,195,900
6272,초코쉬폰2호B,빵류,케이크류,638,2185,26,-,-,167,730
6273,그린티쉬폰2호B,빵류,케이크류,698,2115,25,-,-,118,610
6274,블루베리쉬폰2호B,빵류,케이크류,705,2220,25,-,-,142,610
6275,초코생크림케이크1호,빵류,케이크류,556,1620,21,-,-,133,590
6276,초코생크림케이크2호,빵류,케이크류,798,2315,31,-,-,190,870
6277,블루베리하트케이크,빵류,케이크류,619,1970,23,-,-,119,300
6278,생크림케이크2호A,빵류,케이크류,719,2000,32,-,-,135,680
6279,생크림케이크3호A,빵류,케이크류,973,2710,42,-,-,183,900
6280,초코쉬폰2호A,빵류,케이크류,616,2090,26,-,-,123,660
6281,그린티쉬폰2호A,빵류,케이크류,664,2045,26,-,-,122,660
6282,블루베리쉬폰2호A,빵류,케이크류,667,2015,25,-,-,168,650
6283,초코생크림케이크3호,빵류,케이크류,1019,3090,42,-,-,251,1170
6284,요거딸기생크림케이크,빵류,케이크류,717,1930,26,-,-,135,670
6285,순매직베리케이크,빵류,케이크류,921,2660,32,-,-,99,820
6286,순매직딸기케이크,빵류,케이크류,1022,2570,24,-,-,141,410
6287,스윗소원상자,빵류,케이크류,622,1485,23,-,-,117,450
6288,티라미수 타르트,빵류,기타 빵류,40,155,3,-,-,8,95
6289,유자 치즈 케이크,빵류,케이크류,800,2315,42,-,-,164,980
6290,진한 치즈 & 달콤한 고구마 케이크,빵류,케이크류,79,220,3,-,-,15,100
6291,클라우드 쉬폰,빵류,케이크류,89,260,6,-,-,21,85
6292,더블초코마카롱,과자류,기타 과자류,25,110,1,-,-,9,15
6293,솔티드카라멜마카롱,과자류,기타 과자류,25,105,1,-,-,10,25
6294,행복하면 돼지,빵류,케이크류,542,1630,19,-,-,130,560
6295,까망쿠키 치즈케이크,빵류,케이크류,80,300,4,-,-,17,150
6296,쇼콜라갸또(조각),빵류,케이크류,82,285,4,-,-,21,210
6297,순우유딸기무스(조각),빵류,케이크류,66,155,1,-,-,10,60
6298,스트로베리 치즈 스퀘어,빵류,케이크류,646,1555,23,-,-,106,490
6299,골든애플롤,빵류,케이크류,100,355,6,-,-,28,220
6300,몽블랑 마카롱,과자류,기타 과자류,23,85,1,-,-,10,5
6301,티라미수 마카롱,과자류,기타 과자류,25,100,1,-,-,8,20
6302,수플레치즈타임,빵류,케이크류,175,519,27,-,-,48,179
6303,즐거운 초코바나나 케이크,빵류,케이크류,63,225,2,-,-,16,90
6304,초코 골드 레이어 케이크,빵류,케이크류,58,220,3,-,-,11,60
6305,촉촉한초코타임,빵류,케이크류,195,913,12,-,-,96,255
6306,행복한 플라워하트 케이크,빵류,케이크류,55,205,2,-,-,10,60
6307,스윗마들렌(마들렌),빵류,케이크류,60,72,1,-,-,0,17
6308,스윗마들렌(레드벨벳마들렌),빵류,케이크류,15,71,1,-,-,0,16
6309,스윗마들렌(초코마들렌),빵류,케이크류,15,72,1,-,-,0,19
6310,크림치즈타르트,빵류,기타 빵류,40,190,3,-,-,6,70
6311,쁘띠 복숭아 케이크,빵류,케이크류,136,350,5,-,-,32,180
6312,쁘띠 한라봉&오렌지 케이크,빵류,케이크류,145,355,5,-,-,31,160
6313,오! 해피 한라봉&오렌지 케이크,빵류,케이크류,75,185,3,-,-,16,75
6314,클라우드 스트로베리 치즈케이크,빵류,케이크류,77,315,3,-,-,34,110
6315,쇼콜라 갸또,빵류,케이크류,71,265,3,-,-,15,105
6316,트윙클 초코별 케이크,빵류,케이크류,71,270,3,-,-,15,110
6317,더블 초코 스퀘어,빵류,케이크류,67,240,3,-,-,16,90
6318,러브 브라우니 초코케이크,빵류,케이크류,62,245,3,-,-,14,90
6319,고구마 케이크 1호,빵류,케이크류,78,180,3,-,-,12,50
6320,고구마 케이크 2호,빵류,케이크류,77,180,3,-,-,11,45
6321,고구마 케이크 3호,빵류,케이크류,73,165,3,-,-,11,45
6322,엔젤 프레즈 쉬폰,빵류,케이크류,73,385,2,-,-,14,65
6323,모찌모찌 그린티,빵류,케이크류,65,250,3,-,-,13,105
6324,마카롱 판타지아,과자류,기타 과자류,56,225,2,-,-,12,75
6325,케이크속에순우유 (조각),빵류,케이크류,71,205,3,-,-,15,80
6326,쇼콜라더롤라운드케이크,빵류,케이크류,76,295,4,-,-,17,60
6327,커피향가득한카페티라미수,빵류,케이크류,69,145,2,-,-,8,60
6328,정말 진한 순치즈 케이크,빵류,케이크류,74,225,3,-,-,15,130
6329,티라미수롤,빵류,케이크류,100,330,6,-,-,23,195
6330,곰돌이와함께하는파티케이크,빵류,케이크류,54,225,2,-,-,14,45
6331,클래식치즈케이크3호,빵류,케이크류,70,190,4,-,-,12,150
6332,마스카포네티라미수,빵류,케이크류,72,215,4,-,-,9,25
6333,아이스박스케이크,빵류,케이크류,72,270,3,-,-,12,115
6334,케이크속에순우유,빵류,케이크류,79,250,4,-,-,15,90
6335,고구마티라미스를만나다,빵류,케이크류,77,230,3,-,-,15,65
6336,클래식녹차케이크(대),빵류,케이크류,62,245,3,-,-,13,100
6337,사랑을전하는가나슈케익,빵류,케이크류,64,250,6,-,-,16,120
6338,달콤화이트초코케익3호,빵류,케이크류,66,240,3,-,-,12,90
6339,순우유딸기무스,빵류,케이크류,77,195,3,-,-,17,75
6340,스위트러브초코,빵류,케이크류,60,230,2,-,-,14,80
6341,호두파이,빵류,기타 빵류,66,275,6,-,-,15,65
6342,진한초코케이크,빵류,케이크류,67,185,2,-,-,14,70
6343,생크림케이크5호B,빵류,케이크류,70,195,3,-,-,13,65
6344,티라미슈B,빵류,케이크류,75,215,3,-,-,16,75
6345,딸기티라미슈A,빵류,케이크류,73,205,3,-,-,15,100
6346,클래식치즈케이크1호,빵류,케이크류,78,165,4,-,-,10,140
6347,생크림케이크 6호B,빵류,케이크류,72,195,3,-,-,13,65
6348,생크림케이크4호E,빵류,케이크류,73,190,3,-,-,14,70
6349,"생크림2단케익(5호,3호)",빵류,케이크류,70,220,4,-,-,15,75
6350,달콤화이트초코케이크5호,빵류,케이크류,71,240,4,-,-,23,95
6351,러브스트로베리케이크,빵류,케이크류,61,235,2,-,-,14,75
6352,하트앤하트케이크,빵류,케이크류,47,225,2,-,-,15,65
6353,러브앤초코케이크,빵류,케이크류,66,250,3,-,-,15,95
6354,로맨틱홀리데이,빵류,케이크류,68,265,3,-,-,14,90
6355,클래식녹차케이크,빵류,케이크류,56,285,3,-,-,14,80
6356,달콤밀크초코케익4호,빵류,케이크류,69,225,3,-,-,14,115
6357,생크림케이크6호A,빵류,케이크류,72,195,3,-,-,12,65
6358,생크림케이크5호A,빵류,케이크류,72,190,3,-,-,14,65
6359,생크림케이크4호C,빵류,케이크류,70,195,3,-,-,12,65
6360,생크림케이크4호A,빵류,케이크류,70,200,3,-,-,13,70
6361,다크초코스퀘어,빵류,케이크류,59,225,3,-,-,16,100
6362,우리쌀케익,빵류,케이크류,55,265,4,-,-,4,95
6363,카페플라워,빵류,케이크류,73,245,3,-,-,17,655
6364,천사가전하는달콤초코하트케이크,빵류,케이크류,60,225,3,-,-,17,75
6365,하트를듬뿍담은쇼콜라스퀘어,빵류,케이크류,71,260,4,-,-,17,130
6366,초코패밀리케익5호,빵류,케이크류,70,275,4,-,-,18,120
6367,클래식녹차케이크 피스,빵류,케이크류,60,240,3,-,-,13,105
6368,정말진한초코케이크피스,빵류,케이크류,85,235,3,-,-,18,90
6369,고구마케이크(조각),빵류,케이크류,115,315,4,-,-,30,75
6370,클래식치즈케이크(조각),빵류,케이크류,77,210,5,-,-,14,210
6371,초코티라미수(조각),빵류,케이크류,85,265,4,-,-,16,170
6372,마스카포네티라미수피스,빵류,케이크류,73,220,4,-,-,8,25
6373,6호 3단 웨딩케익,빵류,케이크류,59,240,3,-,-,13,80
6374,디어마이프린세스,빵류,케이크류,56,230,3,-,-,13,75
6375,6호 3단 화이트케이크,빵류,케이크류,61,255,3,-,-,16,80
6376,6호2단화이트케이크(다리포함),빵류,케이크류,60,245,3,-,-,13,85
6377,6호 2단 화이트케이크,빵류,케이크류,60,245,3,-,-,13,85
6378,new 6호 3단 화이트케이크(다리포함),빵류,케이크류,64,260,3,-,-,18,85
6379,5호 2단 초콜릿 케이크,빵류,케이크류,71,260,3,-,-,15,110
6380,뚜레쥬르 휭거마드레느,빵류,케이크류,13,60,1,-,-,2,20
6381,바닐라마카롱,과자류,기타 과자류,17,85,1,-,-,9,10
6382,패션마카롱,과자류,기타 과자류,17,70,1,-,-,8,10
6383,산딸기마카롱,과자류,기타 과자류,17,75,1,-,-,9,10
6384,블루베리마카롱,과자류,기타 과자류,17,70,1,-,-,7,10
6385,녹차마카롱,과자류,기타 과자류,17,90,1,-,-,8,10
6386,초코마카롱,과자류,기타 과자류,17,85,1,-,-,8,10
6387,부드럽고촉촉한고구마케이크,빵류,케이크류,75,231,5,-,-,22,80
6388,부드럽고촉촉한치즈케이크,빵류,케이크류,70,245,4,-,-,18,86
6389,미니호두파이,빵류,페이스트리류,110,490,10,-,-,21,105
6390,녹차카스테라,빵류,케이크류,50,140,3,-,-,18,35
6391,허니 카스테라,빵류,케이크류,50,140,3,-,-,19,35
6392,부드러운 카스테라,빵류,케이크류,95,320,11,-,-,30,50
6393,베이비슈,빵류,크림빵류,36,95,1,-,-,4,15
6394,한컵의부드러움초코쉬폰,빵류,케이크류,60,200,4,-,-,17,130
6395,한컵의부드러움우유쉬폰,빵류,케이크류,60,205,4,-,-,15,115
6396,쁘띠치즈머핀,빵류,케이크류,70,290,5,-,-,11,80
6397,쁘띠초코머핀,빵류,케이크류,70,260,4,-,-,19,120
6398,휭거마드레느(낱개),빵류,케이크류,13,60,1,-,-,2,20
6399,리얼브라우니,빵류,기타 빵류,100,325,5,-,-,28,95
6400,떠먹는 쁘띠 티라미수,빵류,케이크류,99,325,4,-,-,16,70
6401,맛있게 뜯어먹는 순우유 쉬폰,빵류,케이크류,62,200,4,-,-,17,120
6402,BBQ 치킨 치아바타,빵류,샌드위치류,192,605,19,-,-,8,700
6403,쉬림프카츠 샌드위치,빵류,샌드위치류,220,435,13,-,-,7,690
6404,추억의 옛날토스트,빵류,기타 빵류,151,390,11,-,-,13,640
6405,프리미엄 매콤 치킨버거,빵류,버거류,170,480,17,-,-,2,640
6406,통밀 크랜베리치킨 샌드위치,빵류,샌드위치류,130,290,14,-,-,9,430
6407,단호박 새송이 샌드위치,빵류,샌드위치류,250,400,10,-,-,10,480
6408,크랜베리치킨패스트리,빵류,샌드위치류,204,445,25,-,-,9,680
6409,치즈어니언치킨샌드위치,빵류,샌드위치류,123,290,13,-,-,3,510
6410,단호박 호두강정 샌드위치,빵류,샌드위치류,128,305,6,-,-,16,310
6411,통밀 크랜베리치킨 & 단호박 호두강정 샌드위치,빵류,샌드위치류,129,295,10,-,-,12,360
6412,단호박 호두강정 & 뉴통밀후레쉬 샌드위치,빵류,샌드위치류,216,300,8,-,-,13,430
6413,크랜베리치킨 & 아삭햄치즈 패스트리,빵류,샌드위치류,208,450,19,-,-,9,730
6414,베이컨에그브리오쉬,빵류,샌드위치류,135,355,14,-,-,7,740
6415,스크램블에그브리오쉬,빵류,샌드위치류,122,285,10,-,-,6,520
6416,그릴드 떡갈비 샌드위치,빵류,샌드위치류,193,295,12,-,-,4,700
6417,브레드 브륄레,빵류,기타 빵류,243,653,16,-,-,52,810
6418,햄치즈 토스트,빵류,기타 빵류,249,595,31,-,-,13,1230
6419,치킨 클럽 퀘사디아,빵류,샌드위치류,216,520,18,-,-,14,1180
6420,치킨텐더 밸런스 랩,빵류,샌드위치류,233,545,16,-,-,4,860
6421,담백한 프로슈토 샌드위치,빵류,샌드위치류,176,400,21,-,-,4,970
6422,신선한 바질페스토 샌드위치,빵류,샌드위치류,84,240,11,-,-,1,340
6423,바질치킨 통밀 샌드위치,빵류,샌드위치류,180,375,12,-,-,12,500
6424,브리치즈 크라상 샌드위치,빵류,샌드위치류,101,320,13,-,-,5,630
6425,싱그러운 치킨텐더 그린 랩,빵류,샌드위치류,270,500,19,-,-,5,790
6426,바질페스토마요 스프레드,기타,기타,30,185,0.7,-,-,0.7,130
6427,비프 불고기 샌드위치,빵류,샌드위치류,215,435,21,-,-,11,880
6428,리얼미트 칠리핫도그,빵류,기타 빵류,145,370,14,-,-,8,870
6429,몬테 크리스토,빵류,샌드위치류,237,660,20,-,-,22,1470
6430,프리미엄 크래미샌드위치,빵류,샌드위치류,226,510,17,-,-,2,880
6431,로제치킨 밸런스 샌드위치,빵류,샌드위치류,300,610,23,-,-,14,1220
6432,상큼발랄 밸런스 박스,기타,기타,289,265,9,-,-,15,490
6433,에그쉬림프 샌드위치,빵류,샌드위치류,224,485,17,-,-,12,850
6434,NEW 시그니쳐샌드위치,빵류,샌드위치류,282,625,25,-,-,21,910
6435,맛살 프레쉬 샌드위치,빵류,샌드위치류,252,475,12,-,-,8,780
6436,감자&맛살 2 IN 1,빵류,샌드위치류,229,530,11,-,-,7,760
6437,B.E.L.T 샌드위치,빵류,샌드위치류,248,385,15,-,-,7,670
6438,햄&포테이토샐러드 샌드위치,빵류,샌드위치류,330,735,23,-,-,13,1120
6439,에그& 감자 사라다 샌드위치,빵류,샌드위치류,160,330,11,-,-,12,560
6440,통밀 후레쉬 샌드위치,빵류,샌드위치류,228,455,19,-,-,12,810
6441,함박미니버거샌드위치,빵류,샌드위치류,114,270,12,-,-,6,500
6442,햄치즈&에그샐러드샌드위치,빵류,샌드위치류,214,450,21,-,-,9,1100
6443,TLJ치킨클럽샌드위치,빵류,샌드위치류,292,745,23,-,-,9,1340
6444,손보다 빅버거,빵류,버거류,285,700,24,-,-,19,1700
6445,바베큐 치킨마요 롤피자,빵류,기타 빵류,220,575,17,-,-,24,1170
6446,치즈가득크로크무슈,빵류,샌드위치류,140,400,18,-,-,3,800
6447,핫 오믈렛 라이스머핀,빵류,샌드위치류,149,280,16,-,-,0.7,800
6448,든든한 모닝에그토스트,빵류,기타 빵류,123,280,12,-,-,4,500
6449,어니언 햄 & 치즈 베이글 샌드위치,빵류,샌드위치류,183,550,23,-,-,18,960
6450,베이컨 크랜베리치킨 샐러드,생채및 무침류,샐러드,206,325,21,-,-,6,520
6451,단호박 리코타 과일 샐러드,생채및 무침류,샐러드,264,390,6,-,-,23,340
6452,치킨시저샐러드,생채및 무침류,샐러드,210,445,33,-,-,0,820
6453,흔들어먹는 쉑쉑 타코 샐러드,생채및 무침류,샐러드,168,370,9,-,-,5,540
6454,흔들어먹는 쉑쉑 롤치즈 샐러드,생채및 무침류,샐러드,124,210,9,-,-,2,630
6455,리코타 & 상큼 과일 샐러드,생채및 무침류,샐러드,287,380,7,-,-,15,390
6456,치킨 텐더 샐러드,생채및 무침류,샐러드,294,545,18,-,-,12,790
6457,에너지 밸런스 박스,기타,기타,313,405,13,-,-,17,870
6458,밸런스 박스,기타,기타,260,380,12,-,-,10,690
6459,상큼과일치킨샐러드,생채및 무침류,샐러드,246,225,8,-,-,13,420
6460,콥 샐러드,생채및 무침류,샐러드,294,470,18,-,-,2,680
6461,하루한컵 비타민,생채및 무침류,샐러드,150,75,1,-,-,11,15
6462,모닝죽_단팥,죽 및 스프류,죽류,130,135,3,-,-,7,200
6463,모닝죽_단호박,죽 및 스프류,죽류,130,75,1,-,-,10,130
6464,아메리카노,음료 및 차류,커피류,310,10,0.7,-,-,0.7,-
6465,카페라떼,음료 및 차류,커피류,330,180,5,-,-,12,150
6466,딸기 스무디,음료 및 차류,스무디류,435,285,1,-,-,61,60
6467,망고 스무디,음료 및 차류,스무디류,435,230,0.7,-,-,51,35
6468,카라멜 마끼아또,음료 및 차류,커피류,320,235,6,-,-,30,140
6469,캐모마일,음료 및 차류,차류,340,0,0,-,-,0,5
6470,복숭아 자두스무디,음료 및 차류,스무디류,440,245,1,-,-,55,5
6471,페퍼민트,음료 및 차류,차류,340,5,0,-,-,0,-
6472,아이스 카페라떼,음료 및 차류,커피류,370,110,4,-,-,7,105
6473,아이스 아메리카노,음료 및 차류,커피류,370,10,0,-,-,0,25
6474,카푸치노,음료 및 차류,커피류,270,120,6,-,-,8,105
6475,아이스 카라멜 마끼아또,음료 및 차류,커피류,405,200,5,-,-,29,110
6476,카페모카,음료 및 차류,커피류,320,335,9,-,-,22,130
6477,아이스 카페모카,음료 및 차류,커피류,380,230,7,-,-,16,240
6478,바닐라라떼,음료 및 차류,커피류,340,240,7,-,-,32,130
6479,아이스 바닐라라떼,음료 및 차류,커피류,390,190,5,-,-,28,90
6480,자몽에이드,음료 및 차류,탄산음료류,390,180,1,-,-,39,55
6481,레몬에이드,음료 및 차류,탄산음료류,390,220,0.7,-,-,49,30
6482,아이스 그린티 라떼,음료 및 차류,기타 음료류,410,185,8,-,-,22,90
6483,로얄 밀크티 라떼,음료 및 차류,기타 음료류,320,250,8,-,-,27,150
6484,아이스 로얄 밀크티 라떼,음료 및 차류,기타 음료류,410,170,3,-,-,24,70
6485,유자레몬티,음료 및 차류,차류,335,240,0,-,-,55,35
6486,핫초코,음료 및 차류,기타 음료류,320,360,10,-,-,36,340
6487,아이스 초코,음료 및 차류,기타 음료류,410,250,6,-,-,28,290
6488,그린티 라떼,음료 및 차류,기타 음료류,320,300,8,-,-,45,45
6489,자몽티,음료 및 차류,차류,320,160,0,-,-,37,25
6490,복숭아 아이스티,음료 및 차류,차류,360,135,0,-,-,29,20
6491,캐모마일 티,음료 및 차류,차류,310,0,0,-,-,0,5
6492,페퍼민트 티,음료 및 차류,차류,310,5,0,-,-,0,-
6493,잉글리쉬블랙퍼스트 티,음료 및 차류,차류,310,0,0,-,-,0,5
6494,뚜레쥬르 바닐라,아이스크림류,아이스크림류,100,221,3,-,-,22,60
6495,뚜레쥬르 스트로베리,아이스크림류,아이스크림류,100,198,3,-,-,17,50
6496,뚜레쥬르 그린티,아이스크림류,아이스크림류,100,225,3,-,-,22,60
6497,요거트 웨이퍼샌드,과자류,기타 과자류,36,166,2,-,-,13,52
6498,라즈베리 웨이퍼샌드,과자류,기타 과자류,36,175,2,-,-,13,50
6499,통단팥 국화모니카,과자류,기타 과자류,30,102,2,-,-,5,40
6500,녹차웨이퍼샌드,과자류,기타 과자류,9,41,0.4,-,-,4,4
6501,양갱세트(뚜레쥬르팥맛영양갱),과자류,한과류,40,130,2,-,-,4,10
6502,양갱세트(뚜레쥬르고구마맛영양갱),과자류,한과류,40,125,1,-,-,6,15
6503,양갱세트(뚜레쥬르밤맛영양갱),과자류,한과류,40,125,1,-,-,8,15
6504,디럭스쿠키(화이트버터쿠키),과자류,쿠키.비스킷류,68,330,3,-,-,18,55
6505,디럭스쿠키(커피디아망쿠키),과자류,쿠키.비스킷류,80,405,8,-,-,12,10
6506,디럭스쿠키(가나슈쿠키),과자류,쿠키.비스킷류,70,390,6,-,-,11,5
6507,디럭스쿠키(로터스쿠키),과자류,쿠키.비스킷류,78,390,4,-,-,20,80
6508,디럭스쿠키(초콜릿칩쿠키),과자류,쿠키.비스킷류,60,315,3,-,-,15,55
6509,디럭스쿠키(크랜베리쿠키),과자류,쿠키.비스킷류,72,360,4,-,-,37,150
6510,오색만주세트(녹차),빵류,앙금빵류,66,210,5,-,-,20,85
6511,오색만주세트(초코),빵류,앙금빵류,66,215,5,-,-,20,80
6512,오색만주세트(애플),빵류,앙금빵류,66,215,5,-,-,19,65
6513,오색만주세트(팥),빵류,앙금빵류,66,210,5,-,-,20,100
6514,오색만주세트(유자),빵류,앙금빵류,66,215,5,-,-,17,80
6515,가나슈쿠키,과자류,쿠키.비스킷류,140,776,12,-,-,21,11
6516,랑그드샤쿠키세트,과자류,쿠키.비스킷류,100,547,7,-,-,39,41
6517,우리밀전병세트(우리밀로만든검은깨전병),과자류,한과류,27,115,2,-,-,11,40
6518,우리밀전병세트(우리밀로만든땅콩전병),과자류,한과류,27,119,2,-,-,9,35
6519,우리밀전병세트(우리밀로만든김맛전병),과자류,한과류,27,113,2,-,-,10,40
6520,쿠키컬렉션,과자류,쿠키.비스킷류,100,491,7,-,-,22,62
6521,쿠키블라썸,과자류,쿠키.비스킷류,100,486,7,-,-,23,64
6522,모나카 선물세트(백색밤),과자류,기타 과자류,30,105,1,-,-,7,10
6523,모나카 선물세트(분홍팥),과자류,기타 과자류,30,100,2,-,-,5,40
6524,모나카 선물세트(갈색흑임자),과자류,기타 과자류,30,105,2,-,-,5,5
6525,뚜레쥬르 도라야끼(팥도라야끼),빵류,앙금빵류,60,199,3,-,-,25,89
6526,뚜레쥬르 도라야끼(호두도라야끼),빵류,앙금빵류,60,202,4,-,-,24,81
6527,뚜레쥬르 도라야끼(밤도라야끼),빵류,앙금빵류,60,199,3,-,-,33,74
6528,웨이퍼롤 바닐라,과자류,기타 과자류,125,640,7,-,-,3,20
6529,웨이퍼롤 초콜릿,과자류,기타 과자류,125,589,7,-,-,44,117
6530,쿠키 앤 크림 카라멜,과자류,초콜릿류,80,393,3,-,-,40,107
6531,아이스 초코 쿠키샌드,아이스크림류,아이스크림류,130,190,3,-,-,13,140
6532,아이스 치즈 쿠키샌드,아이스크림류,아이스크림류,130,200,3,-,-,18,160
6533,타블렛 쇼콜라,과자류,초콜릿류,77,197,2,-,-,20,3
6534,애니멀 쇼콜라,과자류,초콜릿류,50,78,1.8,-,-,11,77
6535,곰돌이 푸_흑당 생크림,빵류,케이크류,553,1765,33,-,-,119,530
6536,띠띠뽀띠띠뽀 꼬마기차 카스테라,빵류,케이크류,24,74,2,-,-,10,32
6537,라푼젤 케이크,빵류,케이크류,940,3487,3,-,-,21,120
6538,띠띠뽀띠띠뽀,빵류,케이크류,585,1040,27,-,-,130,710
6539,띠띠뽀띠띠뽀 우유듬뿍 치즈케이크,빵류,케이크류,34,110,2,-,-,7,30
6540,띠띠뽀띠띠뽀 휭거마드레느,빵류,케이크류,260,1215,17,-,-,50,490
6541,띠띠뽀띠띠뽀 지니휭거마드레느,빵류,케이크류,260,1215,17,-,-,50,490
6542,띠띠뽀띠띠뽀 디젤휭거마드레느,빵류,케이크류,260,1215,17,-,-,50,490
6543,띠띠뽀띠띠뽀 휭거마드레느,빵류,케이크류,156,725,10,-,-,30,290
6544,띠띠뽀 초코스틱,과자류,초콜릿류,28,159,2,-,-,12,-
6545,지니 초코스틱,과자류,초콜릿류,27,151,2,-,-,12,-
6546,디젤 초코스틱,과자류,초콜릿류,29,163,2,-,-,12,-
6547,헬로우 미키미니,빵류,케이크류,435,1549,4,-,-,23,95
6548,아메리카노 HOT,음료 및 차류,커피류,680,18,0.28,-,-,0.02,0.27
6549,꿀아메리카노HOT,음료 및 차류,커피류,680,102.66,0.35,-,-,27.12,2.65
